frecuencia,angulo,longitud,velocidad,espesor,presion,const
8000,22.2,0.03,71.3,0.02,121.66,1
200,22.2,0.03,39.6,0.02,116.07,1
250,22.2,0.03,39.6,0.02,117.39,1
315,22.2,0.03,39.6,0.02,120.72,1
400,22.2,0.03,39.6,0.02,123.42,1
500,22.2,0.03,39.6,0.02,129.78,1
630,22.2,0.03,39.6,0.02,137.03,1
800,22.2,0.03,39.6,0.02,137.08,1
1000,22.2,0.03,39.6,0.02,128.42,1
1250,22.2,0.03,39.6,0.02,126.45,1
1600,22.2,0.03,39.6,0.02,122.22,1
2000,22.2,0.03,39.6,0.02,121.26,1
2500,22.2,0.03,39.6,0.02,121.31,1
3150,22.2,0.03,39.6,0.02,120.86,1
4000,22.2,0.03,39.6,0.02,119.65,1
5000,22.2,0.03,39.6,0.02,118.82,1
630,0,0.1,71.3,0,124.16,1
800,0,0.1,71.3,0,126.81,1
1000,0,0.1,71.3,0,128.83,1
1250,0,0.1,71.3,0,130.34,1
1600,0,0.1,71.3,0,131.73,1
2000,0,0.1,71.3,0,132.1,1
2500,0,0.1,71.3,0,132.6,1
3150,0,0.1,71.3,0,131.96,1
4000,0,0.1,71.3,0,130.94,1
5000,0,0.1,71.3,0,130.8,1
6300,0,0.1,71.3,0,129.4,1
8000,0,0.1,71.3,0,125.47,1
10000,0,0.1,71.3,0,123.31,1
12500,0,0.1,71.3,0,119.38,1
630,0,0.1,55.5,0,126.17,1
800,0,0.1,55.5,0,127.92,1
1000,0,0.1,55.5,0,129.8,1
1250,0,0.1,55.5,0,131.43,1
1600,0,0.1,55.5,0,132.05,1
2000,0,0.1,55.5,0,132.54,1
2500,0,0.1,55.5,0,133.04,1
3150,0,0.1,55.5,0,131.78,1
4000,0,0.1,55.5,0,129.5,1
5000,0,0.1,55.5,0,128.36,1
6300,0,0.1,55.5,0,127.73,1
8000,0,0.1,55.5,0,124.45,1
10000,0,0.1,55.5,0,121.93,1
12500,0,0.1,55.5,0,119.91,1
630,0,0.1,39.6,0,125.4,1
800,0,0.1,39.6,0,128.4,1
1000,0,0.1,39.6,0,130.78,1
1250,0,0.1,39.6,0,132.27,1
1600,0,0.1,39.6,0,133.26,1
2000,0,0.1,39.6,0,133.25,1
2500,0,0.1,39.6,0,132.61,1
3150,0,0.1,39.6,0,130.96,1
4000,0,0.1,39.6,0,127.8,1
5000,0,0.1,39.6,0,126.02,1
6300,0,0.1,39.6,0,125.63,1
8000,0,0.1,39.6,0,122.34,1
10000,0,0.1,39.6,0,119.56,1
630,0,0.1,31.7,0,126.41,1
800,0,0.1,31.7,0,129.05,1
1000,0,0.1,31.7,0,131.31,1
1250,0,0.1,31.7,0,133.06,1
1600,0,0.1,31.7,0,133.55,1
2000,0,0.1,31.7,0,133.15,1
2500,0,0.1,31.7,0,132,1
3150,0,0.1,31.7,0,129.97,1
4000,0,0.1,31.7,0,126.93,1
5000,0,0.1,31.7,0,124.39,1
6300,0,0.1,31.7,0,124.25,1
8000,0,0.1,31.7,0,120.19,1
10000,0,0.1,31.7,0,115.89,1
800,3.3,0.1,71.3,0,131.07,1
1000,3.3,0.1,71.3,0,131.43,1
1250,3.3,0.1,71.3,0,132.3,1
1600,3.3,0.1,71.3,0,133.66,1
2000,3.3,0.1,71.3,0,134.03,1
2500,3.3,0.1,71.3,0,133.89,1
3150,3.3,0.1,71.3,0,132.11,1
4000,3.3,0.1,71.3,0,128.7,1
5000,3.3,0.1,71.3,0,127.05,1
6300,3.3,0.1,71.3,0,124.9,1
8000,3.3,0.1,71.3,0,121.23,1
10000,3.3,0.1,71.3,0,116.69,1
630,3.3,0.1,55.5,0,126.6,1
800,3.3,0.1,55.5,0,129.12,1
1000,3.3,0.1,55.5,0,131.13,1
1250,3.3,0.1,55.5,0,132.77,1
1600,3.3,0.1,55.5,0,133.65,1
2000,3.3,0.1,55.5,0,133.65,1
2500,3.3,0.1,55.5,0,132.89,1
3150,3.3,0.1,55.5,0,130.63,1
4000,3.3,0.1,55.5,0,127.23,1
5000,3.3,0.1,55.5,0,124.84,1
6300,3.3,0.1,55.5,0,123.84,1
8000,3.3,0.1,55.5,0,120.57,1
10000,3.3,0.1,55.5,0,115.66,1
630,3.3,0.1,39.6,0,127.25,1
800,3.3,0.1,39.6,0,129.99,1
1000,3.3,0.1,39.6,0,131.97,1
1250,3.3,0.1,39.6,0,133.21,1
1600,3.3,0.1,39.6,0,133.07,1
2000,3.3,0.1,39.6,0,132.3,1
2500,3.3,0.1,39.6,0,130.79,1
3150,3.3,0.1,39.6,0,128.4,1
4000,3.3,0.1,39.6,0,124.88,1
5000,3.3,0.1,39.6,0,122.37,1
6300,3.3,0.1,39.6,0,120.85,1
8000,3.3,0.1,39.6,0,118.09,1
10000,3.3,0.1,39.6,0,115.32,1
630,3.3,0.1,31.7,0,128.95,1
800,3.3,0.1,31.7,0,131.36,1
1000,3.3,0.1,31.7,0,133.01,1
1250,3.3,0.1,31.7,0,134.02,1
1600,3.3,0.1,31.7,0,133.4,1
2000,3.3,0.1,31.7,0,131.64,1
2500,3.3,0.1,31.7,0,130.39,1
3150,3.3,0.1,31.7,0,128.25,1
4000,3.3,0.1,31.7,0,124.85,1
5000,3.3,0.1,31.7,0,122.08,1
6300,3.3,0.1,31.7,0,120.7,1
8000,3.3,0.1,31.7,0,117.43,1
630,6.7,0.1,71.3,0,131.45,1
800,6.7,0.1,71.3,0,134.48,1
1000,6.7,0.1,71.3,0,136.76,1
1250,6.7,0.1,71.3,0,137.66,1
1600,6.7,0.1,71.3,0,136.68,1
2000,6.7,0.1,71.3,0,134.57,1
2500,6.7,0.1,71.3,0,131.46,1
3150,6.7,0.1,71.3,0,124.46,1
500,6.7,0.1,55.5,0.01,129.34,1
630,6.7,0.1,55.5,0.01,133.02,1
800,6.7,0.1,55.5,0.01,135.95,1
1000,6.7,0.1,55.5,0.01,137.23,1
1250,6.7,0.1,55.5,0.01,136.88,1
1600,6.7,0.1,55.5,0.01,133.65,1
2000,6.7,0.1,55.5,0.01,129.65,1
2500,6.7,0.1,55.5,0.01,124.27,1
400,6.7,0.1,39.6,0.01,128.3,1
500,6.7,0.1,39.6,0.01,130.96,1
630,6.7,0.1,39.6,0.01,133.36,1
800,6.7,0.1,39.6,0.01,134.63,1
1000,6.7,0.1,39.6,0.01,134.52,1
1250,6.7,0.1,39.6,0.01,132.4,1
1600,6.7,0.1,39.6,0.01,127.38,1
2000,6.7,0.1,39.6,0.01,122.24,1
315,6.7,0.1,31.7,0.01,126.27,1
400,6.7,0.1,31.7,0.01,128.3,1
500,6.7,0.1,31.7,0.01,130.21,1
630,6.7,0.1,31.7,0.01,132.12,1
800,6.7,0.1,31.7,0.01,132.89,1
1000,6.7,0.1,31.7,0.01,131.64,1
1250,6.7,0.1,31.7,0.01,129.26,1
1600,6.7,0.1,31.7,0.01,124.35,1
2000,6.7,0.1,31.7,0.01,120.45,1
200,8.9,0.1,71.3,0.01,133.5,1
250,8.9,0.1,71.3,0.01,134.53,1
315,8.9,0.1,71.3,0.01,136.58,1
400,8.9,0.1,71.3,0.01,138.12,1
500,8.9,0.1,71.3,0.01,138.52,1
630,8.9,0.1,71.3,0.01,138.42,1
800,8.9,0.1,71.3,0.01,137.81,1
1000,8.9,0.1,71.3,0.01,135.43,1
1250,8.9,0.1,71.3,0.01,132.79,1
1600,8.9,0.1,71.3,0.01,128.76,1
2000,8.9,0.1,71.3,0.01,124.23,1
2500,8.9,0.1,71.3,0.01,123.62,1
3150,8.9,0.1,71.3,0.01,123.26,1
4000,8.9,0.1,71.3,0.01,120.24,1
5000,8.9,0.1,71.3,0.01,116.72,1
6300,8.9,0.1,71.3,0.01,117.25,1
200,8.9,0.1,39.6,0.01,133.42,1
250,8.9,0.1,39.6,0.01,134.34,1
315,8.9,0.1,39.6,0.01,135.38,1
400,8.9,0.1,39.6,0.01,135.54,1
500,8.9,0.1,39.6,0.01,133.79,1
630,8.9,0.1,39.6,0.01,131.92,1
800,8.9,0.1,39.6,0.01,130.94,1
1000,8.9,0.1,39.6,0.01,129.58,1
1250,8.9,0.1,39.6,0.01,127.71,1
1600,8.9,0.1,39.6,0.01,123.82,1
2000,8.9,0.1,39.6,0.01,119.04,1
2500,8.9,0.1,39.6,0.01,119.19,1
3150,8.9,0.1,39.6,0.01,119.35,1
4000,8.9,0.1,39.6,0.01,116.22,1
5000,8.9,0.1,39.6,0.01,113.08,1
6300,8.9,0.1,39.6,0.01,113.11,1
200,12.3,0.1,71.3,0.03,130.59,1
250,12.3,0.1,71.3,0.03,131.57,1
315,12.3,0.1,71.3,0.03,137.07,1
400,12.3,0.1,71.3,0.03,139.43,1
500,12.3,0.1,71.3,0.03,140.16,1
630,12.3,0.1,71.3,0.03,135.37,1
800,12.3,0.1,71.3,0.03,127.32,1
1000,12.3,0.1,71.3,0.03,127.93,1
1250,12.3,0.1,71.3,0.03,126.65,1
1600,12.3,0.1,71.3,0.03,124.75,1
2000,12.3,0.1,71.3,0.03,122.22,1
2500,12.3,0.1,71.3,0.03,121.32,1
3150,12.3,0.1,71.3,0.03,120.8,1
4000,12.3,0.1,71.3,0.03,118.02,1
5000,12.3,0.1,71.3,0.03,116.11,1
6300,12.3,0.1,71.3,0.03,113.96,1
200,12.3,0.1,55.5,0.04,132.3,1
250,12.3,0.1,55.5,0.04,133.29,1
315,12.3,0.1,55.5,0.04,135.67,1
400,12.3,0.1,55.5,0.04,136.41,1
500,12.3,0.1,55.5,0.04,133.77,1
630,12.3,0.1,55.5,0.04,124.24,1
800,12.3,0.1,55.5,0.04,125.11,1
1000,12.3,0.1,55.5,0.04,125.48,1
1250,12.3,0.1,55.5,0.04,124.21,1
1600,12.3,0.1,55.5,0.04,121.82,1
2000,12.3,0.1,55.5,0.04,118.56,1
2500,12.3,0.1,55.5,0.04,117.05,1
3150,12.3,0.1,55.5,0.04,116.91,1
4000,12.3,0.1,55.5,0.04,114.4,1
5000,12.3,0.1,55.5,0.04,112.01,1
6300,12.3,0.1,55.5,0.04,110.12,1
200,12.3,0.1,39.6,0.04,128.55,1
250,12.3,0.1,39.6,0.04,129.68,1
315,12.3,0.1,39.6,0.04,129.42,1
400,12.3,0.1,39.6,0.04,128.27,1
500,12.3,0.1,39.6,0.04,122.21,1
630,12.3,0.1,39.6,0.04,121.32,1
800,12.3,0.1,39.6,0.04,122.32,1
1000,12.3,0.1,39.6,0.04,122.44,1
1250,12.3,0.1,39.6,0.04,121.17,1
1600,12.3,0.1,39.6,0.04,117.88,1
2000,12.3,0.1,39.6,0.04,114.09,1
2500,12.3,0.1,39.6,0.04,113.32,1
3150,12.3,0.1,39.6,0.04,113.06,1
4000,12.3,0.1,39.6,0.04,110.91,1
5000,12.3,0.1,39.6,0.04,108.63,1
6300,12.3,0.1,39.6,0.04,107.99,1
200,12.3,0.1,31.7,0.04,124.99,1
250,12.3,0.1,31.7,0.04,125.86,1
315,12.3,0.1,31.7,0.04,124.72,1
400,12.3,0.1,31.7,0.04,123.21,1
500,12.3,0.1,31.7,0.04,118.67,1
630,12.3,0.1,31.7,0.04,119.29,1
800,12.3,0.1,31.7,0.04,120.04,1
1000,12.3,0.1,31.7,0.04,119.78,1
1250,12.3,0.1,31.7,0.04,118.77,1
1600,12.3,0.1,31.7,0.04,114.48,1
2000,12.3,0.1,31.7,0.04,110.45,1
2500,12.3,0.1,31.7,0.04,110.32,1
3150,12.3,0.1,31.7,0.04,110.31,1
4000,12.3,0.1,31.7,0.04,108.41,1
5000,12.3,0.1,31.7,0.04,107.15,1
6300,12.3,0.1,31.7,0.04,107.27,1
200,15.6,0.1,71.3,0.04,130.9,1
250,15.6,0.1,71.3,0.04,132.16,1
315,15.6,0.1,71.3,0.04,133.81,1
400,15.6,0.1,71.3,0.04,134.06,1
500,15.6,0.1,71.3,0.04,130.64,1
630,15.6,0.1,71.3,0.04,122.29,1
800,15.6,0.1,71.3,0.04,124.19,1
1000,15.6,0.1,71.3,0.04,124.44,1
1250,15.6,0.1,71.3,0.04,123.18,1
1600,15.6,0.1,71.3,0.04,121.53,1
2000,15.6,0.1,71.3,0.04,119.89,1
2500,15.6,0.1,71.3,0.04,119,1
3150,15.6,0.1,71.3,0.04,116.47,1
4000,15.6,0.1,71.3,0.04,113.3,1
200,15.6,0.1,39.6,0.05,123.51,1
250,15.6,0.1,39.6,0.05,124.64,1
315,15.6,0.1,39.6,0.05,122.75,1
400,15.6,0.1,39.6,0.05,120.48,1
500,15.6,0.1,39.6,0.05,115.3,1
630,15.6,0.1,39.6,0.05,118.08,1
800,15.6,0.1,39.6,0.05,118.96,1
1000,15.6,0.1,39.6,0.05,119.22,1
1250,15.6,0.1,39.6,0.05,118.21,1
1600,15.6,0.1,39.6,0.05,114.55,1
2000,15.6,0.1,39.6,0.05,110.89,1
2500,15.6,0.1,39.6,0.05,110.26,1
3150,15.6,0.1,39.6,0.05,109.25,1
4000,15.6,0.1,39.6,0.05,106.6,1
5000,15.6,0.1,39.6,0.05,106.22,1
6300,15.6,0.1,39.6,0.05,104.2,1
